,Track_ID,Track_Title,Track_Artist,Track_Popularity,Track_URL,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acoutsicness,Instrumentalness,Liveness,Valence,Tempo
124,74ruhOVvor6O8R91cyrzK0,2055 (feat. Coi Leray),Sleepy Hallow,44,https://p.scdn.co/mp3-preview/056214588e53d5a2d75b4cc5b5ead0948f112b5f?cid=1346ad7fd5d14060af96cc4eaf61e382,0.72,0.487,6,-8.913,0,0.0811,0.589,0.0,0.0943,0.533,161.009
125,62Vz24WH66GYadBPFJKwT7,20s,Bow Anderson,68,https://p.scdn.co/mp3-preview/46f81f8c62a3bca99c1b5922a1c76f9da3d76b30?cid=1346ad7fd5d14060af96cc4eaf61e382,0.629,0.681,2,-6.724,1,0.18,0.0454,0.0,0.362,0.377,150.016
126,2D2lazsae9o1UoVPUAdxyT,21,Gracie Abrams,30,https://p.scdn.co/mp3-preview/c629455b6109f2755309c16f9998e2c38b588e39?cid=1346ad7fd5d14060af96cc4eaf61e382,0.756,0.673,2,-6.336,1,0.0899,0.516,0.0,0.109,0.402,125.055
127,3OXcTQgc1TfHlyhkq4crih,21,Logic1000,37,https://p.scdn.co/mp3-preview/515248851f125e7a110d0c3467667e65e07288fe?cid=1346ad7fd5d14060af96cc4eaf61e382,0.717,0.597,7,-10.477,0,0.0584,0.00986,0.893,0.122,0.512,118.05
128,7s4BGlxiD9fb0KkY6JgQtu,21,Yung Pinch,31,https://p.scdn.co/mp3-preview/d6df139635a470ba4bced6eb3ec12b4a3e2ddd06?cid=1346ad7fd5d14060af96cc4eaf61e382,0.681,0.622,1,-6.39,1,0.0617,0.165,0.0,0.105,0.313,160.028
129,0yhaMbopctRNQOhMvJxa5M,21 (feat. YNG WeBB),AUGUST 08,33,https://p.scdn.co/mp3-preview/c69181863d2ba1349b275f66a8ab788c2cfc1ab7?cid=1346ad7fd5d14060af96cc4eaf61e382,0.496,0.285,9,-9.518,0,0.035,0.731,6.26e-06,0.114,0.349,130.017
130,4RMGlgCIVjvnBYUGRsSe82,21st Century Hobby,Oscar Lang,30,https://p.scdn.co/mp3-preview/9a3447bd4e9568e2ba6eb137624e37738cd6edb0?cid=1346ad7fd5d14060af96cc4eaf61e382,0.509,0.948,0,-3.737,1,0.0526,0.000432,0.0118,0.104,0.473,124.997
133,1fmVM7nzDB3pUPhPQgzYoT,22 Carats,Headie One,57,https://p.scdn.co/mp3-preview/2c0e3bce07cc17b086989b06275d0651ebb1cf31?cid=1346ad7fd5d14060af96cc4eaf61e382,0.865,0.668,5,-7.131,0,0.526,0.365,9.12e-05,0.113,0.421,139.999
134,0lQyu3gXsyuDj1MvZiVzXc,22 Make,Oh Wonder,51,https://p.scdn.co/mp3-preview/a072332ae7d0e971bfdde1ab2ca46854b0133432?cid=1346ad7fd5d14060af96cc4eaf61e382,0.619,0.677,10,-9.087,1,0.0439,0.515,0.0109,0.248,0.674,100.011
135,3CRZMrVZzoKuXX4qsdQFlD,22 Years,Teejay3k,28,https://p.scdn.co/mp3-preview/3096d83f014cdff318a65eab409c171cbf2cd8bf?cid=1346ad7fd5d14060af96cc4eaf61e382,0.603,0.599,11,-9.334,0,0.419,0.19,0.0,0.107,0.284,80.879
136,38qgtI5MCTSi4UwfblBRnq,222pm,contradash,28,https://p.scdn.co/mp3-preview/7d1b91883fd8f18c5563a3ed2fd74e37489439f6?cid=1346ad7fd5d14060af96cc4eaf61e382,0.718,0.627,4,-7.718,0,0.103,0.405,4.34e-06,0.118,0.944,97.471
137,2Gn3xsO0hacXJy1Z2EHrgm,223's (feat. BabyTron),midwxst,66,https://p.scdn.co/mp3-preview/c5451268b11fcdcc759413b4c352383fac75fec0?cid=1346ad7fd5d14060af96cc4eaf61e382,0.469,0.703,0,-6.032,1,0.297,0.00657,4.4e-05,0.553,0.311,97.522
138,3PtT7oWa1bKzIEkZY2tGvR,22:23,Don Patricio,40,https://p.scdn.co/mp3-preview/41f429061062d63ffb346b88374223c008d3d3d4?cid=1346ad7fd5d14060af96cc4eaf61e382,0.772,0.821,6,-4.889,0,0.326,0.036,0.000231,0.0888,0.55,175.818
139,4PuAqZlL1tkidkuxfDlLbF,23,Sam Hunt,69,https://p.scdn.co/mp3-preview/39d0efeea28ea220854f0843314a73e9372687d3?cid=1346ad7fd5d14060af96cc4eaf61e382,0.641,0.78,3,-5.138,1,0.0852,0.0206,0.0,0.143,0.693,98.004
141,6Dmca0w2vystNfHuqZcyll,23,Wilfred,45,https://p.scdn.co/mp3-preview/e1027b9f80e54ac487529ad5820f9c30735f269e?cid=1346ad7fd5d14060af96cc4eaf61e382,0.751,0.42,11,-10.549,1,0.0744,0.73,0.0,0.132,0.462,112.064
142,5ANkjNH7elrxzggidjnH9v,23 Preguntas,Anuel AA,74,https://p.scdn.co/mp3-preview/85ef87416a3332a1ebc25e40d66e8b59a2168d1e?cid=1346ad7fd5d14060af96cc4eaf61e382,0.777,0.594,4,-6.234,0,0.153,0.416,3.84e-05,0.103,0.562,82.988
143,6B2RbPOuwAKtxNAnIKY63A,24,Arizona Zervas,55,https://p.scdn.co/mp3-preview/b6e1e942a542ae56164d71c947d510b47f3fcd03?cid=1346ad7fd5d14060af96cc4eaf61e382,0.735,0.794,0,-3.434,1,0.193,0.156,0.0,0.11,0.46,147.98
144,1pvvg93oaSTKKCUzeEWYwo,24,LP Giobbi,45,https://p.scdn.co/mp3-preview/d6e6c564785135d2b6f32e43a9635eeda36668eb?cid=1346ad7fd5d14060af96cc4eaf61e382,0.667,0.98,5,-4.07,0,0.0603,0.00321,0.706,0.113,0.86,125.995
145,74liWk9c43Eu8jSNoN1XFq,24,Quando Rondo,41,https://p.scdn.co/mp3-preview/6cf6f5952d10efc7c7c1c2f472a73f1d7649a06f?cid=1346ad7fd5d14060af96cc4eaf61e382,0.747,0.712,6,-6.601,0,0.202,0.159,0.0,0.0763,0.835,145.983
146,7v96VvFLS0wSYT8kewNLRy,24 (feat. Lil Baby),Money Man,68,https://p.scdn.co/mp3-preview/f8c1c80414b8a0fac537289992b675c6c2ee6008?cid=1346ad7fd5d14060af96cc4eaf61e382,0.868,0.638,2,-7.746,1,0.0736,0.146,0.0565,0.0931,0.459,126.03
147,74PIF3XMo1MpPutKxQYPGy,24 48,sammy rash,47,https://p.scdn.co/mp3-preview/c9af245021e084a33196da6519c871e1d68bd494?cid=1346ad7fd5d14060af96cc4eaf61e382,0.877,0.36,10,-8.231,1,0.0516,0.396,0.0,0.159,0.6,134.996
148,7nJWDhcT5qEyLup5GrqhQF,24 Hours,Fresco Trey,50,https://p.scdn.co/mp3-preview/0301aa7c95fdb4d06dc40de5de312c5e8019ffdb?cid=1346ad7fd5d14060af96cc4eaf61e382,0.436,0.584,0,-7.209,1,0.131,0.178,0.0,0.082,0.639,88.28
149,0YH1xT3Z7wR6dZyaCwSziK,24 Hours (feat. Lil Durk),A Boogie Wit da Hoodie,65,https://p.scdn.co/mp3-preview/fcfa60aeb7bf4a573f46fa9e8bad8dceaa7ae900?cid=1346ad7fd5d14060af96cc4eaf61e382,0.586,0.474,2,-9.21,0,0.18,0.334,0.0,0.118,0.146,91.105
150,6XFzBWsZjyfUboH22d8vey,24 Hours - Edit,Georgia,19,https://p.scdn.co/mp3-preview/b106afce4fbf48856babf85e501618803102b9a3?cid=1346ad7fd5d14060af96cc4eaf61e382,0.538,0.841,3,-4.528,1,0.0527,0.00331,7.19e-05,0.48,0.37,105.929
152,1A6gT680oQr98VtDkNzys7,24/5,Mimi Webb,59,https://p.scdn.co/mp3-preview/7f43c7e828d134577ac1ac998862f498d7491a47?cid=1346ad7fd5d14060af96cc4eaf61e382,0.559,0.763,0,-4.16,1,0.105,0.403,0.0,0.127,0.349,91.069
153,5q4VCiu0mpLX3ObuZ77CYc,24/7,Becky G,51,https://p.scdn.co/mp3-preview/724c009dfd290f872f9fb84767dbc1e5c903d559?cid=1346ad7fd5d14060af96cc4eaf61e382,0.887,0.633,5,-4.075,0,0.0896,0.0486,1.16e-05,0.109,0.892,91.99
154,3AUy81OKKb762umTKDmB4H,247,Mike Dimes,55,https://p.scdn.co/mp3-preview/da62c27ab70d71b42411e2ff7c9ef42801b755ed?cid=1346ad7fd5d14060af96cc4eaf61e382,0.815,0.573,1,-5.4,1,0.111,0.127,0.0,0.194,0.237,128.953
155,2lUDBd7JrgAMltcp6dcd7D,25 million,Roddy Ricch,64,https://p.scdn.co/mp3-preview/9b88f52d72478c58e9c2e75d0e7e4fefed8644a2?cid=1346ad7fd5d14060af96cc4eaf61e382,0.793,0.481,9,-9.258,1,0.124,0.019,1.09e-06,0.139,0.395,132.202
156,7rWMxeDdadl299Jb7VrX5k,25/8,Cautious Clay,34,https://p.scdn.co/mp3-preview/63e40297e5696c09bafac6fd492b88777230b04e?cid=1346ad7fd5d14060af96cc4eaf61e382,0.562,0.348,1,-11.016,1,0.0389,0.143,0.00366,0.33,0.288,160.019
159,1GXKnG7uoUr4RacaxE3e8m,27,Angelo De Augustine,51,https://p.scdn.co/mp3-preview/bf874b46de86a8201edeea536616dbd86d0e4b75?cid=1346ad7fd5d14060af96cc4eaf61e382,0.537,0.352,0,-10.106,1,0.0288,0.717,0.000108,0.073,0.448,107.988
160,0AyQKliKwDgdjlfsT2fhN7,27 Club,Dennis Lloyd,41,https://p.scdn.co/mp3-preview/174cd9588551aca4d8a6ad53d245c13cbb4af140?cid=1346ad7fd5d14060af96cc4eaf61e382,0.596,0.564,7,-9.448,0,0.0548,0.0323,5.45e-06,0.0724,0.187,84.93
161,5IamsVoRYgCuO13ukiTtTN,28,Jack Kays,49,https://p.scdn.co/mp3-preview/8718dedaaf72a4638311b7f978fefa77f83dad65?cid=1346ad7fd5d14060af96cc4eaf61e382,0.684,0.226,6,-10.305,1,0.0326,0.929,4.54e-06,0.0957,0.416,148.139
165,04no0XXxXd3F5uLZi3qDYK,2am,Foals,55,https://p.scdn.co/mp3-preview/27a7c3a2ab56a5b663cd54c199cb511b515fdf9f?cid=1346ad7fd5d14060af96cc4eaf61e382,0.698,0.794,0,-3.333,1,0.0483,0.000335,0.605,0.0622,0.861,135.981
166,2dh6Pnl5egc1FrQS6EsW4n,2AM (feat. Carla Monroe),MK,49,https://p.scdn.co/mp3-preview/8268c0ec053bab0d36b7684066aeaca8e8d82d22?cid=1346ad7fd5d14060af96cc4eaf61e382,0.632,0.868,5,-6.254,1,0.0357,0.0426,0.263,0.307,0.455,122.98
168,6KAb6mMJrgc3KY1uPldOmy,2Face (feat. G Herbo),Young Nudy,37,https://p.scdn.co/mp3-preview/fadcb57e6a4dbe38f32976b171d86b43f7d56699?cid=1346ad7fd5d14060af96cc4eaf61e382,0.565,0.47,1,-8.715,1,0.493,0.0821,0.0016,0.189,0.194,159.998
169,47VDAhwTCyGTFklRpbrhiA,2FS,Kojey Radical,24,https://p.scdn.co/mp3-preview/fc9517613a8d0673c603de44e97e6336f02625d6?cid=1346ad7fd5d14060af96cc4eaf61e382,0.725,0.733,11,-7.378,0,0.359,0.182,0.0,0.216,0.877,82.977
172,0dGe86ljF6Xi19IxYc7aBn,2hrs,tobi lou,76,https://p.scdn.co/mp3-preview/62bf3662ea37cfc5d5a6334443a9d365615888a9?cid=1346ad7fd5d14060af96cc4eaf61e382,0.844,0.424,2,-8.365,1,0.0836,0.362,0.00108,0.589,0.434,111.226
173,51qu8Dd4FeYsfpSRWnGJJq,2hrs+ (feat. T-Pain),tobi lou,47,https://p.scdn.co/mp3-preview/4b74d1061dd4f752d299f9ac9d92fdc6addeed7e?cid=1346ad7fd5d14060af96cc4eaf61e382,0.726,0.534,2,-6.816,1,0.062,0.118,5.41e-06,0.296,0.514,111.18
175,657MOaNcGQM2EIjfZwoHL7,2little 2late,PmBata,32,https://p.scdn.co/mp3-preview/f376a03cd41b776bd63ea51e4853a4cd05ba9f2b?cid=1346ad7fd5d14060af96cc4eaf61e382,0.712,0.593,9,-8.44,0,0.0902,0.00385,0.0,0.158,0.604,89.939
178,2SUxn2O9NHL6GHGQFgwCY0,2step,Ed Sheeran,75,https://p.scdn.co/mp3-preview/87cc1598ed7fefec28579e56ed80a158076f6cb9?cid=1346ad7fd5d14060af96cc4eaf61e382,0.763,0.661,4,-5.592,0,0.056,0.169,0.0,0.117,0.632,95.002
179,2UN0lp72LAusrXi8LLVomt,2step (feat. Lil Baby),Ed Sheeran,75,https://p.scdn.co/mp3-preview/5df996c2e1b100a872ca4c893b854448538f8704?cid=1346ad7fd5d14060af96cc4eaf61e382,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055
180,1F205Nl2feOSYSztLNOJAL,3 Am,Eladio Carrion,80,https://p.scdn.co/mp3-preview/1b36c17cebe2b473ee90ca8c1e065e9706a1c99a?cid=1346ad7fd5d14060af96cc4eaf61e382,0.852,0.613,9,-5.261,1,0.108,0.413,0.000201,0.123,0.576,89.951
181,5XJaJ5cxsLdoxzQlqabkav,3 Crow,Liz Longley,10,https://p.scdn.co/mp3-preview/26b4176c4ab0365578613e2eaefc26bc68a28e67?cid=1346ad7fd5d14060af96cc4eaf61e382,0.478,0.445,8,-10.32,1,0.0444,0.669,0.000398,0.118,0.172,73.971
182,1c2oYPFni5vth1v9M7fYZb,3 de Abril,Anuel AA,60,https://p.scdn.co/mp3-preview/2f9d69b6ff5caa508c08f083c4a179ab16b0edba?cid=1346ad7fd5d14060af96cc4eaf61e382,0.511,0.596,1,-6.558,0,0.405,0.765,2.89e-06,0.0879,0.481,171.858
185,1eBTEpc48XiXZUeXEcZuRi,3 O'Clock Things,AJR,41,https://p.scdn.co/mp3-preview/cfa517d148f19548cad9bc10d0169ff9ca90609f?cid=1346ad7fd5d14060af96cc4eaf61e382,0.685,0.523,6,-8.633,1,0.0783,0.0344,0.0,0.161,0.346,94.026
187,78zWCikDMYzFpXAdqANPrD,3 outfits,Tai Verdes,55,https://p.scdn.co/mp3-preview/e22da878443e19abe992648de37e5cbbf1ef759b?cid=1346ad7fd5d14060af96cc4eaf61e382,0.65,0.88,11,-4.292,0,0.15,0.145,0.00223,0.351,0.648,176.017
189,3TWkAgxg2LKjmJ4CiEvOkr,3 small words,MisterWives,49,https://p.scdn.co/mp3-preview/444da289c42aade9bfcd64e98b80bc0d0d42fe9f?cid=1346ad7fd5d14060af96cc4eaf61e382,0.646,0.593,11,-7.172,1,0.0298,0.029,0.0,0.0343,0.88,98.949
190,4Ps8BalYQSZEhT1JGDMwQl,3 Years (feat. Deante' Hitchcock),Ellery Bonham,18,https://p.scdn.co/mp3-preview/03307309f785ac0d754cac80fc65496f1632a96e?cid=1346ad7fd5d14060af96cc4eaf61e382,0.68,0.721,8,-6.375,1,0.191,0.0756,0.000212,0.238,0.737,153.04
193,5pAky6yeIwT5SKJroH9MVt,30 MINUTES,Adam Melchor,42,https://p.scdn.co/mp3-preview/1b92f63132afa3c2431c8973a9688a63adbe3e8e?cid=1346ad7fd5d14060af96cc4eaf61e382,0.614,0.399,0,-7.597,1,0.0256,0.816,1.75e-05,0.146,0.435,82.007
194,1McWbNIuEPiA5gMo4PafS0,"30,000 FEET",Jeshi,35,https://p.scdn.co/mp3-preview/61f23bcf68bdcf5911cfa4355a321331045fb1f8?cid=1346ad7fd5d14060af96cc4eaf61e382,0.458,0.585,1,-9.726,0,0.366,0.718,0.0,0.0966,0.321,127.237
196,3y3NwQPQAjKCunRz2eKggA,300 Blackout,Kodak Black,69,https://p.scdn.co/mp3-preview/ba3e806ea50cf4fb6706f605fefe76bb2ed0666a?cid=1346ad7fd5d14060af96cc4eaf61e382,0.669,0.741,0,-6.545,0,0.316,0.0198,0.0,0.223,0.396,167.903
199,18tuLCxBzxaHYhYMgBfxNm,32 Floors,Låpsley,48,https://p.scdn.co/mp3-preview/c0f4a5c629b47a14bc667aef5a72cf94d3371c8b?cid=1346ad7fd5d14060af96cc4eaf61e382,0.726,0.507,10,-11.652,0,0.0577,0.249,2.59e-05,0.0753,0.321,104.991
200,3M5hddYpQi34Vm9lZLYsf6,33 Days (feat. gnash & Anna Clendening),Keenan,32,https://p.scdn.co/mp3-preview/3e12e6d56b5307448b29f0c3a3e6aa55aa7218d5?cid=1346ad7fd5d14060af96cc4eaf61e382,0.732,0.577,9,-7.514,1,0.334,0.297,3.08e-06,0.0599,0.584,177.831
201,6Im9k8u9iIzKMrmV7BWtlF,34+35,Ariana Grande,81,https://p.scdn.co/mp3-preview/960b7fd2457d593ffdd5c1aba37a1b90c2095547?cid=1346ad7fd5d14060af96cc4eaf61e382,0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978
202,3jjBPF4NDMCU51psU8JPpR,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",Ariana Grande,67,https://p.scdn.co/mp3-preview/43b77972a852eb7f9d96cd6d4f7b0d6f922ca7af?cid=1346ad7fd5d14060af96cc4eaf61e382,0.88,0.662,0,-5.766,1,0.304,0.205,0.0,0.227,0.726,109.988
203,4oUCN2pltSm5qYKc248Idf,350,DJ Drama,19,https://p.scdn.co/mp3-preview/dd4862c5aaf794ecbca3062b1cd437dedf37f0e1?cid=1346ad7fd5d14060af96cc4eaf61e382,0.768,0.806,2,-3.75,1,0.24,0.0119,0.0,0.34,0.351,151.959
204,5md0KNegPTDl6WXjtl8lJh,360,Laney Keyz,24,https://p.scdn.co/mp3-preview/336092b61db8d9ab87a2c12ab79b414df9094834?cid=1346ad7fd5d14060af96cc4eaf61e382,0.711,0.645,2,-6.257,0,0.208,0.541,0.0,0.118,0.519,122.036
205,4WeJRiqreWS39EyjhdQL99,364,Porsh Bet$,34,https://p.scdn.co/mp3-preview/e5ddf395f6fe2f974573269917405e9370cf83e4?cid=1346ad7fd5d14060af96cc4eaf61e382,0.675,0.162,4,-13.658,1,0.0393,0.825,0.0,0.105,0.236,122.931
206,6m377Tf9Z8Belm8aqTUcFj,365,CHASE B,39,https://p.scdn.co/mp3-preview/4a1c8687fab7cbb88edaaba93f193e295c813059?cid=1346ad7fd5d14060af96cc4eaf61e382,0.889,0.573,8,-6.614,0,0.201,0.00246,4.31e-06,0.114,0.17,139.945
207,1CskHhEj7h9GRMKXpLHApO,3:30 In Houston,Benny The Butcher,56,https://p.scdn.co/mp3-preview/0227c6b7c7bcfcf048f81d54ee5ecd11fa2b2abc?cid=1346ad7fd5d14060af96cc4eaf61e382,0.663,0.643,10,-8.132,0,0.172,0.529,7.55e-05,0.119,0.279,137.841
208,3TwAePhxn7pwkdHNwpWgvp,3AM,DRAMA,58,https://p.scdn.co/mp3-preview/132837677a90ebaeb340047f68eaf2bf5cb80bfe?cid=1346ad7fd5d14060af96cc4eaf61e382,0.71,0.867,0,-5.489,1,0.0399,0.0514,0.0195,0.229,0.423,103.036
209,1OfLNb6dQ9dra1B58iT9Ex,3am,Halsey,58,https://p.scdn.co/mp3-preview/929ce621697697b8d2de4bcaf8266f33eec3c6db?cid=1346ad7fd5d14060af96cc4eaf61e382,0.385,0.871,0,-4.604,0,0.0795,0.00906,0.0,0.579,0.538,189.76
211,6xRNqXP3baPR9buXr8vreM,3AM,Russ,62,https://p.scdn.co/mp3-preview/59b2da4d5916dd948c51575c8824fa1b6abad34a?cid=1346ad7fd5d14060af96cc4eaf61e382,0.569,0.657,0,-6.639,1,0.0425,0.108,0.0,0.108,0.111,73.008
214,4TcZAQaneRKMW6EXtJwJey,3D,morgen,16,https://p.scdn.co/mp3-preview/55d284827441cd83621f8e30bea835c9196563b3?cid=1346ad7fd5d14060af96cc4eaf61e382,0.61,0.329,6,-8.874,0,0.0407,0.125,0.000714,0.233,0.601,180.021
216,3O0XntET8Ee1nFI3rDTwOJ,3G (feat. Lil Uzi Vert),Yeat,60,https://p.scdn.co/mp3-preview/64f032d9821ac2b9e82909d54b1158d2ffb1f47e?cid=1346ad7fd5d14060af96cc4eaf61e382,0.758,0.572,1,-8.087,1,0.205,0.00773,1.18e-05,0.152,0.152,135.984
218,48BbSlOOFZWew5mj5YDOsN,4 Minute Warning - Live at Electric Lady,Perfume Genius,42,https://p.scdn.co/mp3-preview/bb9060aaa9efc1ac3f54b53da99d05a44d5fd088?cid=1346ad7fd5d14060af96cc4eaf61e382,0.425,0.0738,7,-16.064,1,0.0522,0.979,0.283,0.0981,0.162,114.352
219,4wmZtoif8SGm7PDqgKrEXr,4 Thangs (feat. Big Sean & Hit-Boy),Freddie Gibbs,56,https://p.scdn.co/mp3-preview/f4469e13000b46b646ea6e3eec1463ccd0a3e190?cid=1346ad7fd5d14060af96cc4eaf61e382,0.813,0.557,10,-6.655,0,0.133,0.0547,0.0,0.128,0.764,83.012
221,1JAFmOADi2LxEphZBLU0WD,4 walls (with Sarcastic Sounds),Arden Jones,40,https://p.scdn.co/mp3-preview/12c51e9d6dcbef9850d46b699acc375428d93f1a?cid=1346ad7fd5d14060af96cc4eaf61e382,0.59,0.452,0,-6.296,1,0.0271,0.392,0.000119,0.166,0.154,102.23
222,2f5hNzC7H56KsR1GAdG5cR,4's Up,Fredo Bang,40,https://p.scdn.co/mp3-preview/a517db26a25da0dcbbe8f7e34f625c2d9a29e6b0?cid=1346ad7fd5d14060af96cc4eaf61e382,0.819,0.772,10,-4.961,0,0.3,0.00659,0.0,0.258,0.583,162.993
224,52pbXzS6jMSE2MkDt3F0oT,45,Kid Ink,30,https://p.scdn.co/mp3-preview/7b40ceb790922f413b0d15528e999237717c1e6c?cid=1346ad7fd5d14060af96cc4eaf61e382,0.769,0.491,9,-8.426,0,0.0772,0.793,0.0,0.0845,0.534,126.161
226,4jxzNBzkF0DPSAv2tCDAu7,48 Hours in Paris,Spencer Barnett,13,https://p.scdn.co/mp3-preview/8c2a2c70e2a704277e106210f138d047da2e1adf?cid=1346ad7fd5d14060af96cc4eaf61e382,0.746,0.692,1,-8.887,0,0.0415,0.0325,0.0132,0.312,0.716,144.812
227,1uO3uDcnAFjz4ZaQjBlM6a,"495 (feat. Rico Nasty, YungManny, Big Flock, Big JAM & Weensey)",IDK,29,https://p.scdn.co/mp3-preview/dc8ee7de2764182854084163ff7012da0e31faa3?cid=1346ad7fd5d14060af96cc4eaf61e382,0.84,0.635,1,-6.392,1,0.309,0.00799,0.0,0.133,0.329,131.99
228,3qao0yeFpFwTpuQ7iJu1fe,4AM,HVN,21,https://p.scdn.co/mp3-preview/a16aff449ce5de452ad80c2e76c7b7394b5833a9?cid=1346ad7fd5d14060af96cc4eaf61e382,0.702,0.599,4,-7.312,0,0.297,0.0623,0.0,0.115,0.744,130.247
229,1b6seOTvtPREZUKqjhUtl5,4AM,Manny Norté,53,https://p.scdn.co/mp3-preview/eddc3392321c2a67f3dcf4d11649d204ddf96b62?cid=1346ad7fd5d14060af96cc4eaf61e382,0.735,0.801,11,-6.742,0,0.0636,0.00772,5.6e-05,0.258,0.867,104.998
230,6Jgapj9acSGYd2CpXcMEPx,4ever,lilspirit,28,https://p.scdn.co/mp3-preview/98b81e2207933ccf12adbd503fb263eb714cbc38?cid=1346ad7fd5d14060af96cc4eaf61e382,0.701,0.444,4,-7.405,1,0.0605,0.14,0.0,0.151,0.542,80.945
232,0J1KDL7iu717SK1yr93rRb,4K,Duckwrth,36,https://p.scdn.co/mp3-preview/6a3358764e284570a3baaf132ef94311b398ced0?cid=1346ad7fd5d14060af96cc4eaf61e382,0.789,0.628,4,-5.447,0,0.0466,0.025,5.12e-05,0.634,0.401,126.064
233,3zqDwVKG11BzavbIcnmplp,4KT Baby,YoungBoy Never Broke Again,51,https://p.scdn.co/mp3-preview/2cc542b77a70ae04744469c12c71b6646aed0a02?cid=1346ad7fd5d14060af96cc4eaf61e382,0.608,0.814,6,-6.466,0,0.447,0.0316,0.0,0.0959,0.654,167.962
234,1bLqjhjblTmsVwCxd3Dldy,4leaf clover,King Isis,31,https://p.scdn.co/mp3-preview/b30598cabcc346e6bd6504dee66dbbec78f8c7ec?cid=1346ad7fd5d14060af96cc4eaf61e382,0.712,0.0994,6,-13.753,1,0.116,0.839,0.0,0.267,0.173,77.058
235,1ijXnrufGNYg0LpSFVSsrf,4PF,PGF Nuk,37,https://p.scdn.co/mp3-preview/f7e0bf3c73ce4cede1427c5993c9f107dc50f48e?cid=1346ad7fd5d14060af96cc4eaf61e382,0.697,0.464,8,-8.993,0,0.404,0.0829,0.0,0.115,0.208,156.254
236,0ZnmpXhc42LjcQhrEV1FLd,4th Day Prayer,Allison Russell,34,https://p.scdn.co/mp3-preview/7d477e556a60c84ca8295e97887ea92a2ac5d2db?cid=1346ad7fd5d14060af96cc4eaf61e382,0.707,0.336,7,-9.332,0,0.0483,0.79,1.6e-06,0.214,0.278,80.476
238,3UGAJ5bHrDvxH28oJq5Uiw,4U,Ofenbach,60,https://p.scdn.co/mp3-preview/36d77953909f1d795f64fcb413ec07d2597bab33?cid=1346ad7fd5d14060af96cc4eaf61e382,0.759,0.909,7,-4.388,0,0.0451,0.212,0.0,0.142,0.539,122.871
239,0G2OvqpvifsIHALlLqB5NG,4U,Pi’erre Bourne,46,https://p.scdn.co/mp3-preview/adac1a60df9a1cf7a19acde8357e1558c3247991?cid=1346ad7fd5d14060af96cc4eaf61e382,0.63,0.487,1,-10.488,0,0.0531,0.196,0.00316,0.133,0.147,108.753
242,3XbzMSWKdp8FzcQHA9BeXw,5 Estrellas,Reik,76,https://p.scdn.co/mp3-preview/32068ef21af3a67b091d31505f7290e4979493b7?cid=1346ad7fd5d14060af96cc4eaf61e382,0.66,0.76,9,-4.04,1,0.436,0.105,0.0,0.0582,0.799,177.854
243,6AqwH2Y9FJwhUE2dCSkw1u,5 Foot 9,Tyler Hubbard,80,https://p.scdn.co/mp3-preview/d7618a2d08117399c5e997a642837ebe50971979?cid=1346ad7fd5d14060af96cc4eaf61e382,0.602,0.796,5,-5.609,1,0.0465,0.146,0.0,0.125,0.53,106.005
245,0Tmh90l0RvTR0lZMWSey2i,505,Coast Contra,49,https://p.scdn.co/mp3-preview/0c91bb9d75d31d3dfe4d2d0d616b142deb6d3a37?cid=1346ad7fd5d14060af96cc4eaf61e382,0.835,0.729,1,-6.547,1,0.522,0.189,3.29e-05,0.337,0.588,85.027
246,1wiphSU5URcMkpMoGK5mFO,50ft.,Lauren Jauregui,52,https://p.scdn.co/mp3-preview/3ab3830331e3fe16e0f540e2f96485d385cc1e22?cid=1346ad7fd5d14060af96cc4eaf61e382,0.559,0.501,0,-7.049,1,0.315,0.78,4.1e-05,0.107,0.341,191.54
247,3xGMOMy5PeVOoIl8zjzxRN,50s,Headie One,72,https://p.scdn.co/mp3-preview/1b60c76c4b608a7fabe893b7705fc3fc5ccfa8b5?cid=1346ad7fd5d14060af96cc4eaf61e382,0.705,0.672,8,-5.787,1,0.455,0.554,0.00165,0.102,0.447,145.021
248,0iPb0dxCtjFcmFa2ElfBJ5,54321,Offset,65,https://p.scdn.co/mp3-preview/ab03606320522b8bdc17bec9763c6b45d6ef1bf7?cid=1346ad7fd5d14060af96cc4eaf61e382,0.934,0.694,9,-4.455,0,0.175,0.117,0.0,0.239,0.464,129.028
249,6uTID2glulLOXYhcwMETS1,"5500 Degrees (feat. Lil Baby, 42 Dugg & Rylo Rodriguez)",EST Gee,62,https://p.scdn.co/mp3-preview/438c6fe0f2571a6e519edfd37bf80414da227128?cid=1346ad7fd5d14060af96cc4eaf61e382,0.843,0.697,7,-6.542,1,0.349,0.0215,0.0,0.144,0.792,98.081
250,46UfhxhqrIKqZT2yzzBxHT,555,CMTEN,15,https://p.scdn.co/mp3-preview/fa2b85e7b115f8cd2c6301f3b221d08285fe34c3?cid=1346ad7fd5d14060af96cc4eaf61e382,0.708,0.545,11,-3.7,0,0.0405,0.278,0.0,0.109,0.544,136.022
